,city,date,product,prodcode,quantity,weight_lb,price_usd
61,Austin,Jan 19,Lychee,4309,106.0,7.726078420784325,3.065246652241331
62,Austin,Jan 19,Orange,4012,226.0,17.90249027730897,2.325494916830212
63,Austin,Jan 19,Orange,4012,420.0,12.90726093351841,2.4630465014604854
64,Austin,Jan 19,Orange,4012,338.0,17.764778006682175,2.7147584696183915
65,Austin,Jan 19,Orange,4012,317.0,21.152385391108695,0.6386973352171481
66,Austin,Jan 19,Orange,4012,273.0,13.607602943014355,3.0160446241032335
67,Austin,Jan 19,Orange,4012,434.0,11.570871991757304,2.605921478022356
68,Austin,Jan 19,Apple (Fuji),4131,397.0,15.00449001225643,1.4910003973753192
69,Austin,Jan 19,Apple (Fuji),4131,211.0,10.739305587159471,2.158102311380208
70,Austin,Jan 19,Apple (Fuji),4131,250.0,14.94097431874834,2.639124409365468
71,Austin,Jan 19,Apple (Fuji),4131,188.0,17.51906252903864,2.0325331090250986
72,Austin,Jan 19,Apple (Fuji),4131,294.0,2.7983807113021615,2.250788182206452
73,Austin,Jan 19,Apple (Fuji),4131,174.0,13.137354059936479,0.6811400481499732
74,Austin,Jan 19,Apple (Fuji),4131,148.0,9.300817612838001,2.3156969578238207
75,Austin,Jan 19,Apple (Fuji),4131,335.0,17.661011280491948,2.999204428121448
76,Austin,Jan 19,Apple (Fuji),4131,261.0,15.335181822301822,2.974832248769235
77,Austin,Jan 19,Apple (Fuji),4131,414.0,21.28200284377672,2.068231490044855
78,Austin,Jan 19,Apple (Fuji),4131,495.0,10.747599572967738,1.0349726666579955
79,Austin,Jan 19,Apple (Fuji),4131,497.0,3.3490474157501016,1.9236191731877625
80,Austin,Jan 19,Apple (Fuji),4131,218.0,17.027394257765266,3.1684825125965292
81,Austin,Jan 19,Apple (Fuji),4131,492.0,8.919647150905803,3.199540315556806
82,Austin,Jan 19,Apple (Fuji),4131,335.0,10.163930037152022,2.130031120160129
83,Austin,Jan 19,Kiwi,4030,418.0,21.111180465994405,2.945983091031667
84,Austin,Jan 19,Kiwi,4030,323.0,12.72193925799802,1.2242015665513464
85,Austin,Jan 19,Kiwi,4030,362.0,16.968953289883213,2.611958896403667
86,Austin,Jan 19,Kiwi,4030,443.0,4.8345703785307705,1.5890625527361408
87,Austin,Jan 19,Kiwi,4030,343.0,21.551188899204135,2.69335000095889
88,Austin,Jan 19,Kiwi,4030,188.0,8.103697694558651,0.7928008861024864
89,Austin,Jan 19,Kiwi,4030,303.0,19.33088181591593,0.986634860932827
90,Austin,Jan 19,Kiwi,4030,172.0,7.838313134387136,2.4162297838600355
91,Austin,Jan 19,Kiwi,4030,485.0,11.506434169039132,0.8355363030685112
92,Austin,Jan 19,Kiwi,4030,197.0,21.680997230857614,0.9463724439963699
93,Austin,Jan 19,Kiwi,4030,118.0,21.13497400521301,1.9920279968180696
94,Austin,Jan 19,Kiwi,4030,270.0,7.723624778725208,2.4147919570212255
95,Austin,Jan 19,Apple (Gala),4134,165.0,15.074719206197189,1.0890615197829903
96,Austin,Jan 19,Apple (Gala),4134,499.0,20.739875905169175,1.5645550557062962
97,Austin,Jan 19,Apple (Gala),4134,223.0,21.393044219119474,0.7103197782533244
98,Austin,Jan 19,Apple (Gala),4134,216.0,17.778481439780446,2.694103421538603
99,Austin,Jan 19,Banana,4011,137.0,6.310641745105387,2.2425368400989103
100,Austin,Jan 19,Banana,4011,314.0,20.804219000646846,1.8786145817255602
101,Austin,Jan 19,Banana,4011,355.0,5.876863670209423,2.026550437510014
102,Austin,Jan 19,Banana,4011,225.0,3.602718487940729,2.656354619143531
103,Austin,Jan 19,Banana,4011,299.0,7.639784956537188,2.8501538226963024
104,Austin,Jan 19,Banana,4011,374.0,11.04062125273049,1.7360662340186537
105,Austin,Jan 19,Banana,4011,339.0,21.153464769013226,2.0258772784844044
106,Austin,Jan 19,Banana,4011,360.0,3.690296205179766,2.2928406361141245
107,Austin,Jan 19,Mushroom,4650,375.0,15.545432357862593,3.1732764156884516
108,Austin,Jan 19,Mushroom,4650,254.0,13.37070858697407,2.948185330850538
109,Austin,Jan 19,Mushroom,4650,196.0,6.429828667361289,1.870829256437719
110,Austin,Jan 19,Mushroom,4650,258.0,15.185829358827323,0.8771875471691601
111,Austin,Jan 19,Mushroom,4650,174.0,12.254480458190665,3.055835758522153
112,Austin,Jan 19,Mushroom,4650,202.0,12.53464187779464,1.1359984315466136
113,Austin,Jan 19,Mushroom,4650,340.0,19.9058235374745,2.6347984983702193
114,Austin,Jan 19,Mushroom,4650,310.0,10.914098455291242,3.2980625919997695
115,Austin,Jan 19,Avocado,4225,429.0,14.09395098523237,3.235567380744033
116,Austin,Jan 19,Avocado,4225,393.0,16.216549354046585,0.633267184207216
117,Austin,Jan 19,Avocado,4225,317.0,7.675795746594668,0.6490977876354009
118,Austin,Jan 19,Avocado,4225,204.0,19.411204822454604,3.1638331920956264
119,Austin,Jan 19,Avocado,4225,182.0,11.032126978831366,1.678132555168122
120,Austin,Jan 19,Avocado,4225,375.0,6.783198906248436,2.3171690782881345
121,Austin,Jan 19,Avocado,4225,281.0,20.318719737185166,2.868444345146418
122,Austin,Jan 19,Avocado,4225,402.0,7.276318120583892,0.9037552606430836
123,Austin,Jan 19,Avocado,4225,471.0,17.080177306057887,1.7030257133417763
124,Austin,Jan 19,Peach,4404,231.0,6.855589396134019,1.3019737908151001
125,Austin,Jan 19,Peach,4404,395.0,16.569527047453448,1.67326845707139
126,Austin,Jan 19,Peach,4404,456.0,11.26454393300228,0.6603764481958934
127,Austin,Jan 19,Peach,4404,191.0,10.477026856970042,3.2077970091602768
128,Austin,Jan 19,Peach,4404,473.0,8.704993518209086,2.9064414446591402
129,Austin,Jan 19,Peach,4404,290.0,20.319254285935315,1.3988412929000333
130,Austin,Jan 19,Peach,4404,118.0,20.571912719868124,2.463604238361586
131,Austin,Jan 19,Peach,4404,292.0,5.724875984154642,0.7912110288860277
132,Austin,Jan 19,Peach,4404,137.0,17.343941010674463,1.0372897766763345
133,Austin,Jan 19,Peach,4404,242.0,6.145404623355717,1.719566456694156
134,Austin,Jan 19,Peach,4404,223.0,12.900831836089493,2.915750830911566
135,Austin,Jan 19,Peach,4404,290.0,21.413528994098307,2.871429338247981
136,Austin,Jan 19,Lemon,4958,461.0,15.241303701698781,1.2766981063294225
137,Austin,Jan 19,Lemon,4958,499.0,12.008550396701322,1.6283106313319877
138,Austin,Jan 19,Lemon,4958,205.0,9.574369507003576,1.0803763088886627
139,Austin,Jan 19,Lemon,4958,168.0,8.104938497859985,1.051187802408822
140,Austin,Jan 19,Lemon,4958,283.0,18.919367602188142,2.4418664420489224
141,Austin,Jan 19,Lemon,4958,243.0,18.41906511904672,1.515403466601856
142,Austin,Jan 19,Lemon,4958,445.0,9.988819292467088,2.523190730379429
143,Austin,Jan 19,Lemon,4958,167.0,2.9176147851161662,3.2761865775217305
144,Austin,Jan 19,Lemon,4958,409.0,15.414284028531984,2.9289290407439696
145,Austin,Jan 19,Lemon,4958,406.0,16.163326590275393,1.0322079883306288
146,Austin,Jan 19,Lemon,4958,456.0,11.29070657985285,0.8125283684465103
147,Austin,Jan 19,Lemon,4958,139.0,20.52503417795524,2.372212357714307
148,Austin,Jan 19,Blueberries,4240,212.0,8.469540433352813,3.1999326017219576
149,Austin,Jan 19,Blueberries,4240,428.0,5.953664107760415,3.1059450144064615
150,Austin,Jan 19,Blueberries,4240,254.0,20.37006408669986,2.300779695576057
151,Austin,Jan 19,Blueberries,4240,167.0,20.754407832818107,3.181493958469946
152,Austin,Jan 19,Blueberries,4240,437.0,21.92573319342919,2.248546173691284
153,Austin,Jan 19,Blueberries,4240,324.0,10.949691999237984,0.7426221235189587
154,Austin,Jan 19,Blueberries,4240,385.0,18.830153963761404,1.7611130482517183
155,Austin,Jan 19,Blueberries,4240,268.0,13.580710972938688,1.121957066655159
156,Austin,Jan 19,Apricot,3302,195.0,16.370788181247192,2.9179100154549817
157,Austin,Jan 19,Apricot,3302,448.0,21.034566306602212,2.160234810796101
158,Austin,Jan 19,Apricot,3302,232.0,2.3266927929129455,1.3749034715117887
159,Austin,Jan 19,Apricot,3302,148.0,3.4928334414027633,2.1394796933280307
160,Austin,Jan 19,Apricot,3302,303.0,2.86835666615516,3.270327974529937
161,Austin,Jan 19,Apricot,3302,305.0,21.021582312788816,2.044732659077272
162,Austin,Jan 19,Apricot,3302,231.0,2.4006223930045962,3.256755829160102
163,Austin,Jan 19,Tomato,4796,160.0,11.484490240504966,2.2698225933243523
164,Austin,Jan 19,Tomato,4796,137.0,7.071453811507673,1.202920508699026
165,Austin,Jan 19,Tomato,4796,470.0,7.291425395896659,1.6342649721889757
166,Austin,Jan 19,Tomato,4796,472.0,7.597846005950124,2.0577750812633897
167,Austin,Jan 19,Tomato,4796,171.0,3.7550192791502925,1.259587028482929
168,Austin,Jan 19,Tomato,4796,176.0,16.929902413720267,0.839142762485426
169,Austin,Jan 19,Pear,4412,226.0,15.076663060067222,0.7138153365929611
170,Austin,Jan 19,Pear,4412,381.0,12.178079564170913,2.791547456069384
171,Austin,Jan 19,Pear,4412,472.0,10.340031006047504,2.4296317743253897
172,Austin,Jan 19,Pear,4412,397.0,18.186433673230933,3.2463530569919388
173,Austin,Jan 19,Pear,4412,142.0,11.709014863800258,1.9389329807716424
0,Austin,Jan 15,Lychee,4309,406.0,11.924634020077066,1.3961756114847959
1,Austin,Jan 15,Lychee,4309,305.0,19.745395201584326,1.3764175984659233
2,Austin,Jan 15,Lychee,4309,141.0,6.4939875868614765,1.8397366834804416
3,Austin,Jan 15,Lychee,4309,443.0,19.980544779403136,2.4520726860035214
4,Austin,Jan 15,Lychee,4309,496.0,17.674948189407587,1.023985473101493
5,Austin,Jan 15,Lychee,4309,149.0,11.579323383001611,1.0808431990561076
6,Austin,Jan 15,Lychee,4309,480.0,11.662279984774068,2.4275851242244246
7,Austin,Jan 15,Lychee,4309,132.0,3.285378387477249,2.382539986120537
8,Austin,Jan 15,Lychee,4309,371.0,4.128610367840157,2.1642049715272154
9,Austin,Jan 15,Lychee,4309,355.0,3.492628257442266,2.4909381428849886
10,Austin,Jan 15,Lychee,4309,482.0,12.204781835433097,1.9576655868557284
11,Austin,Jan 15,Lychee,4309,385.0,8.5689025641419,0.8075027650455013
12,Austin,Jan 15,Lychee,4309,111.0,16.936034149304035,2.6163123601116243
13,Austin,Jan 15,Lychee,4309,163.0,10.920017782971264,1.8082463806611486
14,Austin,Jan 15,Lychee,4309,490.0,4.252380238985643,3.236980904953089
15,Austin,Jan 15,Lychee,4309,188.0,19.904709722520785,3.2947862509870904
16,Austin,Jan 15,Blueberries,4240,452.0,10.091914408607408,1.7270466922898777
17,Austin,Jan 15,Blueberries,4240,154.0,7.834834771137685,2.5558857517433355
18,Austin,Jan 15,Blueberries,4240,188.0,8.094391969451681,2.3186523569864224
19,Austin,Jan 15,Blueberries,4240,239.0,14.112600818695501,3.1130118568660694
20,Austin,Jan 15,Blueberries,4240,294.0,8.643752523185686,2.685643033660017
21,Austin,Jan 15,Blueberries,4240,216.0,3.714017555676401,3.1887085529277104
22,Austin,Jan 15,Blueberries,4240,163.0,14.35015913671814,0.7035532009438612
23,Austin,Jan 15,Blueberries,4240,425.0,15.728522166842597,2.917483091191389
24,Austin,Jan 15,Blueberries,4240,245.0,10.852130501996726,2.704013433493674
25,Austin,Jan 15,Blueberries,4240,318.0,8.535066932439804,1.682944635290187
26,Austin,Jan 15,Blueberries,4240,416.0,2.5507833710871637,3.1235017909319143
27,Austin,Jan 15,Blueberries,4240,255.0,12.007047530682758,1.1068230982753449
28,Austin,Jan 15,Blueberries,4240,157.0,9.059256239095703,0.9805713957874105
29,Austin,Jan 15,Blueberries,4240,264.0,12.068522882042453,0.7157266933470965
30,Austin,Jan 15,Lemon,4958,465.0,18.12304970258847,1.6563769198954106
31,Austin,Jan 15,Lemon,4958,420.0,10.025800571125002,0.6314029735047371
32,Austin,Jan 15,Lemon,4958,477.0,13.253590787388385,0.8683616510941647
33,Austin,Jan 15,Lemon,4958,311.0,18.543080839375037,0.6873899416648783
34,Austin,Jan 15,Lemon,4958,345.0,10.341254627704622,2.0336917142965834
35,Austin,Jan 15,Lemon,4958,347.0,10.222645565588028,2.3481875018449503
36,Austin,Jan 15,Lemon,4958,371.0,19.4335887983907,0.7689199757413008
37,Austin,Jan 15,Lemon,4958,429.0,9.280633454397321,0.8220814366475679
38,Austin,Jan 15,Lemon,4958,348.0,20.27297767321579,1.9362541549606251
39,Austin,Jan 15,Lemon,4958,288.0,9.966217777645216,2.1120560183888304
40,Austin,Jan 15,Onion,4159,182.0,13.990455989027398,0.7994211021112279
41,Austin,Jan 15,Onion,4159,234.0,3.427188275102526,2.3584906374569985
42,Austin,Jan 15,Onion,4159,252.0,8.590603676903994,1.2192537909839303
43,Austin,Jan 15,Onion,4159,233.0,15.792123007914054,2.658108741929755
44,Austin,Jan 15,Onion,4159,300.0,10.522691882448271,1.0422238187864423
45,Austin,Jan 15,Onion,4159,310.0,21.071629823883995,1.4926833704928868
46,Austin,Jan 15,Onion,4159,211.0,13.918071662774311,1.132076498947572
47,Austin,Jan 15,Onion,4159,173.0,9.989879898261279,2.4349052746663804
48,Austin,Jan 15,Onion,4159,237.0,2.600348500721157,1.2225545607623645
49,Austin,Jan 15,Onion,4159,239.0,10.207639190368354,2.90792750219116
50,Austin,Jan 15,Avocado,4225,492.0,19.000538589945066,3.116649404005148
51,Austin,Jan 15,Avocado,4225,330.0,5.834216095507146,2.908642600476742
52,Austin,Jan 15,Avocado,4225,391.0,20.91670448696241,2.829332708567381
53,Austin,Jan 15,Avocado,4225,146.0,4.925291686644778,0.5990868077031337
54,Austin,Jan 15,Avocado,4225,388.0,4.80934760957025,2.3473957135109234
