event,round,name,scores
2009 Gold Coast,round_1,Gabe Kling,"[4.0, 4.57, 1.93, 2.57, 1.73, 0.5, 1.43, 5.67, 2.47, 3.57, 5.4]"
2009 Gold Coast,round_1,Tom Whitaker,"[6.17, 2.83, 0.67, 3.53, 4.43, 2.37, 3.07, 0.3, 1.73, 0.93]"
2009 Gold Coast,round_1,Kieren Perrow,"[3.5, 4.83, 6.83, 2.4, 6.77, 4.43]"
2009 Gold Coast,round_1,Jihad Khodr,"[0.3, 0.5, 5.67, 1.33, 5.6, 6.77, 1.07]"
2009 Gold Coast,round_1,David Weare,"[4.67, 2.23, 1.57, 0.43, 0.83, 4.67]"
2009 Gold Coast,round_2,Bede Durbidge,"[5.33, 6.83, 0.43, 4.9, 8.17, 1.6]"
2009 Gold Coast,round_2,Daniel Wills,"[4.67, 2.83, 0.5, 0.3, 4.0]"
2009 Gold Coast,round_2,Joel Parkinson,"[5.5, 6.17, 1.0, 3.17, 6.23, 8.33]"
2009 Gold Coast,round_2,Corey Ziems,"[3.83, 5.0, 5.07, 3.07, 5.2]"
2009 Gold Coast,round_2,C.J. Hobgood,"[7.0, 8.33, 0.5, 6.5, 5.5, 2.0, 1.5]"
2009 Gold Coast,round_2,Aritz Aranburu,"[5.33, 2.5, 4.0, 4.5, 0.57, 0.5, 1.0, 3.6, 4.73, 1.13]"
2009 Gold Coast,round_2,Adrian Buchan,"[3.67, 6.17, 0.3, 8.5, 6.27, 1.7, 6.67, 6.53, 7.83]"
2009 Gold Coast,round_2,Marlon Lipke,"[5.33, 1.0, 5.17, 2.33, 0.37, 2.0, 1.13]"
2009 Gold Coast,round_2,Drew Courtney,"[0.2, 6.5, 7.1, 0.5, 1.0, 2.9]"
2009 Gold Coast,round_2,Bobby Martinez,"[2.83, 6.33, 6.2, 2.0, 4.33, 2.07]"
2009 Gold Coast,round_2,Freddy Patacchia Jr.,"[5.83, 4.5, 5.6, 9.7, 0.93, 0.57, 0.37, 3.57, 4.2]"
2009 Gold Coast,round_2,Phillip MacDonald,"[1.0, 1.5, 1.13, 2.5, 5.9, 6.83, 0.93]"
2009 Gold Coast,round_2,Dustin Barca,"[2.27, 1.17, 2.57, 5.17, 3.33, 2.83, 6.17, 1.87]"
2009 Gold Coast,round_2,Chris Ward,"[2.83, 0.5, 0.3, 1.5, 1.5, 3.17, 4.33, 0.93, 5.17, 1.07, 3.83, 2.23, 0.57]"
2009 Gold Coast,round_2,David Weare,"[0.5, 3.0, 9.4, 0.43, 5.0, 6.33, 3.0]"
2009 Gold Coast,round_2,Kai Otton,"[7.0, 7.67, 1.6, 0.6, 6.73, 7.83, 0.73]"
2009 Gold Coast,round_2,Jihad Khodr,"[1.5, 1.43, 5.17, 8.33, 5.93]"
2009 Gold Coast,round_2,Tim Reyes,"[3.67, 1.57, 2.0, 8.0, 5.67, 1.07]"
2009 Gold Coast,round_2,Tom Whitaker,"[4.5, 7.0, 8.33, 4.83, 3.4]"
2009 Gold Coast,round_2,Gabe Kling,"[6.0, 2.33, 2.83]"
2009 Gold Coast,round_2,Dayyan Neve,"[3.67, 4.67, 1.0, 6.67, 2.97, 0.43, 1.73]"
2009 Gold Coast,round_2,Michel Bourez,"[1.6, 2.5, 2.93, 0.5, 5.83, 2.47]"
2009 Gold Coast,round_2,Chris Davidson,"[7.67, 6.33, 9.0, 0.37, 3.73, 6.63]"
2009 Gold Coast,round_2,Mikael Picon,"[3.5, 3.67, 5.67, 4.27, 3.6, 0.5, 6.67, 0.3, 5.37]"
2009 Gold Coast,round_2,Dane Reynolds,"[3.67, 10.0, 8.83, 0.83]"
2009 Gold Coast,round_2,Nathaniel Curran,"[0.43, 4.67, 7.67, 1.0, 5.57]"
2009 Gold Coast,round_2,Taylor Knox,"[8.33, 2.33, 2.27, 5.87, 2.2, 0.43, 6.67, 1.0]"
2009 Gold Coast,round_2,Mick Campbell,"[6.17, 6.33, 1.0, 2.9, 4.83]"
2009 Gold Coast,round_2,Jordy Smith,"[2.23, 0.5, 5.83, 5.67, 2.6, 8.67, 5.6]"
2009 Gold Coast,round_2,Dean Morrison,"[3.17, 6.33, 4.67, 8.0, 0.5, 6.5]"
2009 Gold Coast,round_2,Roy Powers,"[1.83, 4.83, 9.0, 5.67]"
2009 Gold Coast,round_2,Ben Dunn,"[6.83, 5.4, 2.83, 2.67]"
2009 Gold Coast,round_3,C.J. Hobgood,"[1.5, 8.0, 8.5, 3.5]"
2009 Gold Coast,round_3,Dustin Barca,"[3.0, 1.0, 6.5, 5.17, 0.63, 1.3, 0.3, 5.0, 1.07]"
2009 Gold Coast,round_3,Jihad Khodr,"[4.33, 5.67, 9.33, 3.63, 1.57, 8.93, 0.3, 3.23]"
2009 Gold Coast,round_3,Kieren Perrow,"[8.33, 7.0, 4.17, 6.6, 7.97, 2.33, 0.5]"
2009 Gold Coast,round_3,Chris Davidson,"[4.5, 6.17, 7.5, 4.33, 5.23, 1.43]"
2009 Gold Coast,round_3,Dayyan Neve,"[1.5, 0.43, 4.0, 4.27]"
2009 Gold Coast,round_3,Joel Parkinson,"[8.83, 4.17, 9.67, 2.17, 1.17, 3.77]"
2009 Gold Coast,round_3,Tiago Pires,"[7.5, 7.0, 4.17, 4.03]"
2009 Gold Coast,round_3,Mick Fanning,"[0.3, 9.77, 3.83, 8.33, 3.23, 5.8, 7.0]"
2009 Gold Coast,round_3,Kekoa Bacalso,"[0.57, 5.5, 1.07, 6.33, 4.4]"
2009 Gold Coast,round_3,Jeremy Flores,"[1.57, 2.83, 4.23, 4.83, 0.37, 8.0, 4.7]"
2009 Gold Coast,round_3,Nic Muscroft,"[0.5, 2.27, 6.17, 4.43, 4.9]"
2009 Gold Coast,round_3,Damien Hobgood,"[6.67, 4.5, 6.0, 7.67, 0.37]"
2009 Gold Coast,round_3,Heitor Alves,"[3.33, 1.5, 0.43, 5.67]"
2009 Gold Coast,round_3,Julian Wilson,"[6.83, 2.5, 2.03, 8.5]"
2009 Gold Coast,round_3,Kelly Slater,"[3.17, 1.77, 1.07, 6.17, 7.67, 3.4]"
2009 Gold Coast,round_3,Bede Durbidge,"[6.67, 6.17, 1.5, 7.67, 5.0, 0.37]"
2009 Gold Coast,round_3,Jay Thompson,"[0.5, 0.43, 5.93, 3.83, 0.5, 2.0, 6.77]"
2009 Gold Coast,round_3,Jordy Smith,"[8.0, 1.93, 5.5, 7.33, 0.37, 8.47]"
2009 Gold Coast,round_3,Taylor Knox,"[5.67, 3.17, 4.0, 4.57, 0.43, 8.5]"
2009 Gold Coast,round_3,Adriano de Souza,"[6.33, 5.83, 2.67, 3.5, 1.2, 4.3]"
2009 Gold Coast,round_3,Greg Emslie,"[0.5, 1.5, 4.83, 4.77, 4.27, 2.1, 5.63]"
2009 Gold Coast,round_3,Freddy Patacchia Jr.,"[0.43, 1.5, 2.73, 0.27, 0.47, 6.33, 5.37, 0.6]"
2009 Gold Coast,round_3,Josh Kerr,"[0.13, 2.33, 5.0, 5.0, 4.7, 4.9, 0.5, 1.77]"
2009 Gold Coast,round_3,Taj Burrow,"[2.5, 8.67, 3.0, 5.07, 0.5]"
2009 Gold Coast,round_3,Drew Courtney,"[3.17, 0.5, 6.33, 0.3, 4.83, 1.93]"
2009 Gold Coast,round_3,Dane Reynolds,"[0.23, 5.83, 1.67, 0.43, 9.4, 0.33, 0.2, 0.63, 1.07, 3.5]"
2009 Gold Coast,round_3,Roy Powers,"[2.67, 8.77, 5.1]"
2009 Gold Coast,round_3,Adrian Buchan,"[8.33, 4.5, 0.83, 4.33, 0.37, 2.37, 5.77, 1.77]"
2009 Gold Coast,round_3,Tim Boal,"[7.17, 2.83, 3.23, 0.77, 1.87, 1.0, 2.9, 2.73]"
2009 Gold Coast,round_3,Tom Whitaker,"[0.5, 5.83, 3.33, 5.5, 0.6]"
2009 Gold Coast,round_3,David Weare,"[3.0, 4.33, 3.17, 6.83, 0.43, 3.77]"
2009 Gold Coast,round_4,C.J. Hobgood,"[4.5, 6.33, 2.67, 5.0, 7.5, 2.0, 6.7, 0.43, 8.17, 9.07, 1.57, 0.6]"
2009 Gold Coast,round_4,Jihad Khodr,"[6.17, 1.17, 5.97, 4.07, 0.5, 7.6, 8.83, 4.37, 5.8]"
2009 Gold Coast,round_4,Joel Parkinson,"[6.17, 1.17, 3.33, 0.3, 3.3, 4.67, 1.9, 1.2, 7.73]"
2009 Gold Coast,round_4,Chris Davidson,"[0.67, 1.0, 1.27, 3.07, 6.17, 4.73]"
2009 Gold Coast,round_4,Mick Fanning,"[9.17, 5.83, 0.5, 8.73, 2.5, 0.67]"
2009 Gold Coast,round_4,Jeremy Flores,"[2.5, 1.33, 0.93, 1.3, 0.5, 2.83, 2.5, 0.3, 1.93, 1.8, 6.33, 6.07, 0.5]"
2009 Gold Coast,round_4,Damien Hobgood,"[6.0, 6.4, 2.0, 1.0, 7.1, 6.2, 1.17, 7.3, 9.0]"
2009 Gold Coast,round_4,Julian Wilson,"[6.83, 1.0, 3.0, 3.5, 1.0, 1.5, 1.7, 8.67, 4.83]"
2009 Gold Coast,round_4,Bede Durbidge,"[1.0, 5.5, 9.33, 7.83, 0.3, 1.77]"
2009 Gold Coast,round_4,Jordy Smith,"[2.0, 6.5, 0.27, 1.07, 1.67, 3.0, 6.0, 7.43, 1.67, 0.23, 1.37]"
2009 Gold Coast,round_4,Adriano de Souza,"[1.5, 0.43, 8.83, 0.43, 3.27, 1.83, 2.7, 6.0, 8.27, 6.83, 1.3]"
2009 Gold Coast,round_4,Freddy Patacchia Jr.,"[3.33, 1.0, 7.33, 2.03, 1.37, 0.43, 1.63, 0.83, 3.67, 0.43, 0.3, 0.3]"
2009 Gold Coast,round_4,Taj Burrow,"[7.17, 5.67, 6.5, 0.5, 9.1, 7.9]"
2009 Gold Coast,round_4,Dane Reynolds,"[0.37, 1.83, 9.5, 3.5, 2.77, 2.57, 5.33, 6.73]"
2009 Gold Coast,round_4,Adrian Buchan,"[0.5, 1.93, 1.0, 3.17, 6.0, 7.33, 4.67, 4.67, 7.0, 0.37]"
2009 Gold Coast,round_4,Tom Whitaker,"[1.5, 1.8, 5.5, 2.37, 3.0, 3.17, 0.43, 0.4, 5.83, 1.93]"
2009 Gold Coast,quarter,Joel Parkinson,"[6.0, 5.17, 0.3, 9.0, 2.17]"
2009 Gold Coast,quarter,C.J. Hobgood,"[0.57, 2.17, 1.67, 0.67, 0.43, 1.67, 2.2]"
2009 Gold Coast,quarter,Mick Fanning,"[8.17, 9.93, 6.83, 0.33, 0.27, 5.93, 7.07, 8.6, 6.87]"
2009 Gold Coast,quarter,Damien Hobgood,"[1.73, 0.33, 3.67, 0.43, 4.83, 8.17, 1.43]"
2009 Gold Coast,quarter,Adriano de Souza,"[7.67, 6.17, 1.5, 8.83, 3.5, 9.03, 0.27, 1.0, 1.23]"
2009 Gold Coast,quarter,Bede Durbidge,"[1.0, 0.57, 1.3, 0.67, 0.6, 1.6, 5.17]"
2009 Gold Coast,quarter,Taj Burrow,"[0.43, 0.5, 0.3, 0.63, 0.17, 1.13, 0.37, 3.83, 5.43, 0.97, 6.07, 8.33]"
2009 Gold Coast,quarter,Adrian Buchan,"[2.83, 2.23, 7.0, 0.43, 0.57, 4.83, 0.5, 1.43, 1.77, 1.83, 7.0]"
2009 Gold Coast,semi,Joel Parkinson,"[0.5, 0.97, 4.83, 2.83, 7.33, 7.67, 0.93, 1.57, 8.07, 9.93, 10.0]"
2009 Gold Coast,semi,Mick Fanning,"[1.5, 0.93, 0.77, 0.2, 2.33, 9.43, 8.23, 7.93, 1.7]"
2009 Gold Coast,semi,Adriano de Souza,"[7.17, 6.5, 7.67, 0.77, 3.9]"
2009 Gold Coast,semi,Taj Burrow,"[0.5, 3.67, 0.73, 0.8, 1.3, 1.67]"
2009 Gold Coast,semi,Adriano de Souza,"[8.83, 9.03]"
2009 Gold Coast,semi,Bede Durbidge,"[1.6, 5.17]"
2009 Gold Coast,semi,Taj Burrow,"[6.07, 8.33]"
2009 Gold Coast,semi,Adrian Buchan,"[7.0, 7.0]"
2009 Gold Coast,final,Joel Parkinson,"[2.33, 8.83, 7.5, 0.73, 8.17, 1.5, 10.0]"
2009 Gold Coast,final,Adriano de Souza,"[0.77, 4.0, 2.0, 4.3, 1.83, 1.0, 7.0, 3.67, 3.1, 0.23]"
2009 Bells Beach,round_1,David Weare,"[2.5, 5.5, 0.97, 3.17, 7.5, 0.6]"
2009 Bells Beach,round_1,Nathaniel Curran,"[0.67, 1.5, 6.33, 4.17, 0.43, 4.83]"
2009 Bells Beach,round_1,Michel Bourez,"[7.33, 2.9, 3.83, 1.0, 5.0]"
2009 Bells Beach,round_1,Roy Powers,"[2.33, 2.27, 1.5, 1.97, 3.93]"
2009 Bells Beach,round_1,Jay Thompson,"[8.83, 3.33, 2.1, 5.17, 5.83]"
2009 Bells Beach,round_1,Heitor Alves,"[4.33, 0.93, 1.0, 0.17, 0.67, 2.27]"
2009 Bells Beach,round_1,Taylor Knox,"[2.0, 6.67, 9.17, 0.93]"
2009 Bells Beach,round_1,Phillip MacDonald,"[3.83, 2.77, 1.0, 6.33]"
2009 Bells Beach,round_1,Dayyan Neve,"[7.0, 7.0, 0.5, 2.5, 2.57, 5.0, 2.13, 0.27, 4.9]"
2009 Bells Beach,round_1,Marlon Lipke,"[3.67, 1.07, 3.07, 3.93, 0.77]"
2009 Bells Beach,round_1,Kieren Perrow,"[1.0, 6.0, 3.57, 1.5, 1.57, 6.5]"
2009 Bells Beach,round_1,Aritz Aranburu,"[0.8, 2.83, 4.17, 5.0, 0.5, 4.6, 7.23]"
2009 Bells Beach,round_1,Jihad Khodr,"[3.17, 4.23, 0.93, 3.57, 1.33, 5.0, 5.83]"
2009 Bells Beach,round_1,Patrick Gudauskas,"[4.17, 0.9, 3.23, 3.6, 1.07, 4.33, 1.0]"
2009 Bells Beach,round_1,Owen Wright,"[8.33, 3.17, 5.17, 3.1, 0.7]"
2009 Bells Beach,round_1,Dane Reynolds,"[1.5, 3.67, 2.0, 6.83]"
2009 Bells Beach,round_1,Jordy Smith,"[9.0, 7.5, 5.33, 9.7, 0.37, 1.2]"
2009 Bells Beach,round_1,Matt Wilkinson,"[2.17, 6.33, 2.6, 4.33, 3.97, 5.33]"
2009 Bells Beach,round_1,Adam Robertson,"[6.33, 2.0, 0.9, 1.23, 1.7, 3.23]"
2009 Bells Beach,round_1,Chris Davidson,"[3.33, 2.5, 2.33, 2.43, 5.67, 1.8]"
2009 Bells Beach,round_1,Mick Campbell,"[7.33, 1.5, 5.0, 1.0, 6.5, 3.5]"
2009 Bells Beach,round_1,Josh Kerr,"[1.0, 5.17, 4.67, 0.23, 0.3, 1.5, 1.23, 1.93, 3.0]"
2009 Bells Beach,round_1,Dean Morrison,"[5.83, 6.83, 2.17, 0.3, 6.27]"
2009 Bells Beach,round_1,Nic Muscroft,"[0.67, 4.0, 3.33, 2.5, 6.17, 0.2, 0.73]"
2009 Bells Beach,round_1,Kekoa Bacalso,"[0.5, 6.5, 6.33, 0.87, 6.33]"
2009 Bells Beach,round_1,Ben Dunn,"[3.83, 4.67, 5.07, 1.0, 4.67, 6.7]"
2009 Bells Beach,round_1,Drew Courtney,"[5.33, 0.43, 9.1, 2.23, 1.93, 1.07, 3.37, 2.5]"
2009 Bells Beach,round_1,Greg Emslie,"[3.5, 5.5, 4.27, 2.27, 0.93, 0.9, 6.33]"
2009 Bells Beach,round_1,Tim Boal,"[5.5, 4.17, 3.57, 7.83, 6.67]"
2009 Bells Beach,round_1,Mikael Picon,"[4.83, 4.5, 5.0, 1.0, 5.53, 5.93]"
2009 Bells Beach,round_1,Tiago Pires,"[3.0, 2.33, 5.17, 7.17, 0.27, 6.33]"
2009 Bells Beach,round_1,Dustin Barca,"[6.0, 0.43, 5.17, 1.5]"
2009 Bells Beach,round_2,C.J. Hobgood,"[6.17, 7.67, 8.33, 2.9]"
2009 Bells Beach,round_2,Mick Campbell,"[3.0, 0.5, 6.33, 1.67, 3.83, 0.33, 4.67]"
2009 Bells Beach,round_2,Taylor Knox,"[7.33, 7.33, 1.2, 1.0, 4.33, 8.5, 8.43, 1.07]"
2009 Bells Beach,round_2,Chris Ward,"[1.0, 3.17, 0.8, 5.17, 5.5, 1.87, 1.73]"
2009 Bells Beach,round_2,Kai Otton,"[8.0, 4.67, 3.5, 1.07, 3.57, 0.5, 1.67, 2.77]"
2009 Bells Beach,round_2,Dayyan Neve,"[3.83, 2.67, 1.5, 6.5, 6.0]"
2009 Bells Beach,round_2,Joel Parkinson,"[7.0, 9.23, 1.0, 7.17, 0.43, 6.0, 0.87, 6.67, 7.53]"
2009 Bells Beach,round_2,Michel Bourez,"[5.83, 0.93, 5.83, 2.33]"
2009 Bells Beach,round_2,Mick Fanning,"[8.83, 0.5, 8.33, 2.77, 7.67, 6.17]"
2009 Bells Beach,round_2,Tiago Pires,"[3.5, 8.77, 1.5, 6.5, 1.93]"
2009 Bells Beach,round_2,Bobby Martinez,"[6.17, 7.67, 8.73, 2.63, 2.07]"
2009 Bells Beach,round_2,Tim Boal,"[6.17, 1.67, 0.73, 6.33, 3.17, 2.5, 1.3]"
2009 Bells Beach,round_2,Jordy Smith,"[5.5, 7.5, 4.0]"
2009 Bells Beach,round_2,Damien Hobgood,"[2.17, 3.83, 7.17, 2.07, 5.0]"
2009 Bells Beach,round_2,Owen Wright,"[0.43, 7.67, 2.0, 7.0, 1.0, 5.0]"
2009 Bells Beach,round_2,Kelly Slater,"[5.67, 7.0, 6.17, 6.83, 0.57]"
2009 Bells Beach,round_2,Adam Robertson,"[0.9, 6.0, 7.67, 0.27, 6.93, 8.43]"
2009 Bells Beach,round_2,Bede Durbidge,"[6.33, 7.67, 8.17, 1.33, 0.83]"
2009 Bells Beach,round_2,Tom Whitaker,"[7.17, 1.0, 3.33, 5.4]"
2009 Bells Beach,round_2,Jihad Khodr,"[3.67, 2.83, 1.77, 4.67, 5.0]"
2009 Bells Beach,round_2,Drew Courtney,"[4.0, 2.33, 9.0, 1.0, 5.93, 7.07, 1.3, 0.5, 1.13, 1.27]"
2009 Bells Beach,round_2,Adriano de Souza,"[7.0, 3.17, 7.67, 7.93, 3.47]"
2009 Bells Beach,round_2,Kekoa Bacalso,"[0.5, 5.17, 8.93, 6.67, 0.37]"
2009 Bells Beach,round_2,Jeremy Flores,"[2.33, 3.33, 7.5, 5.33, 3.07, 3.37, 0.8, 0.2, 5.97, 3.1]"
2009 Bells Beach,round_2,Jay Thompson,"[2.5, 7.17, 8.67]"
2009 Bells Beach,round_2,Taj Burrow,"[2.0, 0.9, 5.0, 2.2, 7.83]"
2009 Bells Beach,round_2,Kieren Perrow,"[4.0, 3.17, 7.33, 6.6, 9.23, 0.93, 3.67]"
2009 Bells Beach,round_2,Tim Reyes,"[2.0, 5.17, 5.67, 1.17]"
2009 Bells Beach,round_2,Dean Morrison,"[6.17, 4.0, 7.33, 5.47, 0.73]"
2009 Bells Beach,round_2,Adrian Buchan,"[5.83, 4.33, 6.13, 1.0, 1.83, 5.0]"
2009 Bells Beach,round_2,Freddy Patacchia Jr.,"[4.33, 1.5, 7.17]"
2009 Bells Beach,round_2,David Weare,"[5.17, 5.33, 3.83]"
2009 Bells Beach,round_3,C.J. Hobgood,"[3.83, 7.17, 3.5, 6.4, 2.0, 8.0]"
2009 Bells Beach,round_3,Taylor Knox,"[6.33, 2.83, 6.1, 6.67]"
2009 Bells Beach,round_3,Joel Parkinson,"[0.83, 6.0, 6.57, 1.17, 9.0]"
2009 Bells Beach,round_3,Kai Otton,"[7.0, 2.63, 0.8]"
2009 Bells Beach,round_3,Mick Fanning,"[7.33, 6.93, 6.73, 0.83, 1.7]"
2009 Bells Beach,round_3,Bobby Martinez,"[2.0, 1.43, 0.2]"
2009 Bells Beach,round_3,Jordy Smith,"[8.67, 6.0, 8.17]"
2009 Bells Beach,round_3,Owen Wright,"[7.17, 6.5]"
2009 Bells Beach,round_3,Adam Robertson,"[5.83, 8.0, 7.5]"
2009 Bells Beach,round_3,Tom Whitaker,"[6.83, 6.3, 0.57, 2.0]"
2009 Bells Beach,round_3,Kekoa Bacalso,"[6.33, 7.67, 9.17, 4.4, 8.17]"
2009 Bells Beach,round_3,Drew Courtney,"[5.17, 1.0, 0.5, 2.0, 4.57, 1.13, 1.27, 0.4, 6.0]"
2009 Bells Beach,round_3,Kieren Perrow,"[0.27, 5.33, 6.33, 0.77, 7.17]"
2009 Bells Beach,round_3,Jay Thompson,"[2.33, 3.0, 0.5, 2.23, 1.5, 1.97, 2.13, 6.0]"
2009 Bells Beach,round_3,Freddy Patacchia Jr.,"[8.17, 3.9, 7.83, 9.4]"
2009 Bells Beach,round_3,Dean Morrison,"[6.67, 6.0, 3.83, 6.23, 2.17, 6.97]"
2009 Bells Beach,quarter,Joel Parkinson,"[3.0, 0.9, 6.67, 6.5]"
2009 Bells Beach,quarter,C.J. Hobgood,"[0.5, 3.33, 5.33]"
2009 Bells Beach,quarter,Jordy Smith,"[5.17, 9.17, 6.33]"
2009 Bells Beach,quarter,Mick Fanning,"[7.33, 1.0, 5.67, 7.83]"
2009 Bells Beach,quarter,Adam Robertson,"[0.2, 4.67, 6.83, 5.07, 7.43]"
2009 Bells Beach,quarter,Kekoa Bacalso,"[5.5, 1.0, 6.83, 4.93]"
2009 Bells Beach,quarter,Freddy Patacchia Jr.,"[0.43, 6.83, 0.57, 7.3, 1.0, 1.03]"
2009 Bells Beach,quarter,Kieren Perrow,"[4.83, 5.5, 1.0, 5.13, 1.83, 6.67]"
2009 Bells Beach,semi,Joel Parkinson,"[1.83, 0.67, 3.5, 7.83, 6.33, 8.5]"
2009 Bells Beach,semi,Jordy Smith,"[2.5, 4.33, 7.67, 7.57]"
2009 Bells Beach,semi,Adam Robertson,"[0.57, 5.93, 6.7, 7.17]"
2009 Bells Beach,semi,Freddy Patacchia Jr.,"[5.5, 6.33, 6.4, 1.07, 1.37, 1.0, 5.17]"
2009 Bells Beach,final,Joel Parkinson,"[6.33, 7.83, 9.57, 1.0, 1.4, 0.4]"
2009 Bells Beach,final,Adam Robertson,"[6.5, 4.17, 5.6, 6.87, 2.77]"
2009 Teahupoo,round_1,Tim Reyes,"[1.0, 1.5, 2.4]"
2009 Teahupoo,round_1,Mikael Picon,"[1.23, 2.0]"
2009 Teahupoo,round_1,Ben Dunn,"[6.67, 1.4, 5.5, 7.33, 1.77, 8.67]"
2009 Teahupoo,round_1,Chris Davidson,"[3.17, 0.83, 0.67, 1.83, 0.43, 6.27, 6.7]"
2009 Teahupoo,round_1,Dean Morrison,"[9.0, 1.0, 4.0, 5.5, 0.87, 0.5, 1.37, 3.1, 1.33, 8.0]"
2009 Teahupoo,round_1,Nathaniel Curran,"[3.0, 0.6, 0.83, 1.67, 2.5, 4.07, 4.33]"
2009 Teahupoo,round_1,Phillip MacDonald,"[0.5, 2.17, 2.83, 4.27, 3.43, 5.27, 6.83, 0.93]"
2009 Teahupoo,round_1,Chris Ward,"[4.77, 2.07, 0.8, 8.17]"
2009 Teahupoo,round_1,Marlon Lipke,"[4.5, 1.07, 5.07, 7.17, 7.83, 2.4]"
2009 Teahupoo,round_1,Drew Courtney,"[2.07, 1.5, 3.83, 1.83]"
2009 Teahupoo,round_1,Aritz Aranburu,"[5.0, 1.0, 0.77, 1.4, 0.83, 1.83, 8.57, 1.3, 4.23]"
2009 Teahupoo,round_1,Dane Reynolds,"[6.67, 1.0, 3.83, 2.5, 6.0, 2.23, 1.77, 3.7]"
2009 Teahupoo,round_1,Dayyan Neve,"[1.5, 5.83, 1.77, 3.67, 7.27]"
2009 Teahupoo,round_1,Patrick Gudauskas,"[5.33, 2.0, 4.33, 0.67, 6.83, 0.33, 1.83, 1.2]"
2009 Teahupoo,round_1,Heiarii Williams,"[7.0, 2.33, 7.17, 1.87, 1.8, 4.0, 1.57, 1.83]"
2009 Teahupoo,round_1,Kekoa Bacalso,"[0.73, 1.5, 2.43, 0.93, 3.27]"
2009 Teahupoo,round_1,Kai Otton,"[0.73, 5.17, 1.07, 0.93, 0.43, 2.33, 7.83, 1.83, 6.57, 3.5]"
2009 Teahupoo,round_1,Bruno Santos,"[0.5, 1.8, 6.5, 6.1, 1.07]"
2009 Teahupoo,round_1,Andy Irons,"[8.67, 5.83, 1.5, 2.4, 1.77, 1.93, 1.1]"
2009 Teahupoo,round_1,Jihad Khodr,"[1.0, 2.0, 1.27, 1.0, 2.77, 1.5]"
2009 Teahupoo,round_1,Dustin Barca,"[0.77, 8.17, 0.93, 0.5, 2.77]"
2009 Teahupoo,round_1,David Weare,"[3.67, 1.63, 3.1, 1.0]"
2009 Teahupoo,round_1,Jay Thompson,"[4.33, 5.5, 1.33, 8.5]"
2009 Teahupoo,round_1,Greg Emslie,"[1.57, 0.83, 2.4, 1.6, 1.97]"
2009 Teahupoo,round_1,Tim Boal,"[6.17, 1.07, 1.03, 1.03]"
2009 Teahupoo,round_1,Nic Muscroft,"[1.5, 1.33, 0.67, 1.6, 3.83, 3.1]"
2009 Teahupoo,round_1,Josh Kerr,"[0.5, 8.83, 5.5, 5.93, 1.77, 6.67, 1.83, 2.73]"
2009 Teahupoo,round_1,Tiago Pires,"[1.33, 9.1, 0.83, 1.6, 0.93, 0.27, 1.93]"
2009 Teahupoo,round_1,Heitor Alves,"[2.0, 0.57, 2.1, 0.4, 7.0, 5.5, 8.0]"
2009 Teahupoo,round_1,Michel Bourez,"[2.5, 0.9, 5.33, 4.33, 0.5, 5.67, 1.6]"
2009 Teahupoo,round_1,Mick Campbell,"[1.5, 7.67, 2.83, 8.17]"
2009 Teahupoo,round_1,Roy Powers,"[5.0, 0.87, 0.2, 0.8]"
2009 Teahupoo,round_2,C.J. Hobgood,"[8.0, 1.1, 3.67, 6.5, 1.1, 0.73]"
2009 Teahupoo,round_2,Phillip MacDonald,[0.77]
2009 Teahupoo,round_2,Jay Thompson,"[5.0, 0.43, 4.57, 0.2, 0.37, 0.6, 8.83]"
2009 Teahupoo,round_2,Jeremy Flores,"[4.17, 1.4, 7.17, 4.2, 0.3]"
2009 Teahupoo,round_2,Kieren Perrow,"[1.5, 1.07, 0.23, 4.5, 3.5, 7.0, 0.93, 1.33]"
2009 Teahupoo,round_2,Tim Reyes,"[5.5, 0.33, 1.47, 1.33, 6.0, 1.23, 1.27]"
2009 Teahupoo,round_2,Taj Burrow,"[7.5, 7.83, 0.5, 2.9]"
2009 Teahupoo,round_2,Marlon Lipke,"[2.67, 0.5, 1.4, 0.2, 4.0]"
2009 Teahupoo,round_2,Josh Kerr,"[6.33, 3.17, 8.83]"
2009 Teahupoo,round_2,Freddy Patacchia Jr.,"[2.17, 6.83, 0.43, 7.67, 0.83, 0.43]"
2009 Teahupoo,round_2,Mick Campbell,"[5.83, 7.83, 5.33]"
2009 Teahupoo,round_2,Adrian Buchan,"[0.43, 2.67, 1.0, 8.17, 1.17, 1.2]"
2009 Teahupoo,round_2,Taylor Knox,"[2.0, 1.33, 5.17, 3.93, 6.33, 0.33, 0.63, 3.4]"
2009 Teahupoo,round_2,Kai Otton,"[0.5, 4.67, 1.0, 0.23, 5.6, 5.03, 1.43]"
2009 Teahupoo,round_2,Joel Parkinson,"[0.93, 2.5, 6.83, 1.43, 6.1, 0.27, 4.83, 6.43]"
2009 Teahupoo,round_2,Heiarii Williams,"[1.4, 5.67, 0.5, 4.0, 2.27, 3.67, 1.67, 3.1]"
2009 Teahupoo,round_2,Andy Irons,"[6.83, 6.33, 0.57, 1.4, 1.13, 0.47]"
2009 Teahupoo,round_2,Bede Durbidge,"[3.67, 4.33, 4.5, 7.5, 1.0, 0.3, 1.13]"
2009 Teahupoo,round_2,Bobby Martinez,"[5.5, 3.67, 1.27, 1.77, 2.07]"
